City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,thinadhoo,0.5333,72.9333,27.47,72,5,1.48,MV,1680476049
277,young,-32.6833,-57.6333,18.24,58,33,2.0,UY,1680476050
278,biltine,14.5333,20.9167,27.49,13,13,2.95,TD,1680476050
279,pingliang,35.5392,106.6861,2.41,88,100,6.96,CN,1680476050
280,iberia,29.9502,-91.7507,27.04,61,75,7.2,US,1680476051
281,derzhavinsk,51.1,66.3167,1.85,62,0,5.64,KZ,1680476051
282,hurghada,27.2574,33.8129,18.02,42,0,3.09,EG,1680475914
283,neuquen,-38.9516,-68.0591,19.94,49,0,0.0,AR,1680475777
284,fortuna,40.5982,-124.1573,9.43,79,100,2.45,US,1680476051
285,mizan teferi,6.9833,35.5833,17.95,62,45,1.68,ET,1680475513
286,tambura,5.6,27.4667,24.57,49,86,0.37,SS,1680476052
287,denpasar,-8.65,115.2167,25.81,100,40,3.09,ID,1680475484
288,susangerd,31.5608,48.1831,15.28,42,0,5.08,IR,1680476052
289,baruun-urt,46.6806,113.2792,-9.79,71,100,3.89,MN,1680475524
290,bubaque,11.2833,-15.8333,25.62,78,2,7.0,GW,1680476052
291,paris,48.8534,2.3488,7.27,87,100,5.14,FR,1680475507
292,tucuman,-26.8241,-65.2226,19.0,88,40,1.54,AR,1680476052
293,shingu,33.7333,135.9833,13.4,85,100,5.49,JP,1680476053
294,laguna,38.421,-121.4238,17.84,52,20,7.2,US,1680475544
295,tanout,14.9709,8.8879,24.0,7,39,4.12,NE,1680476053
296,langarud,37.197,50.1535,7.03,80,32,2.59,IR,1680476053
297,te anau,-45.4167,167.7167,11.77,61,32,0.94,NZ,1680476053
298,kannod,22.6667,76.7333,24.66,32,0,1.99,IN,1680476053
299,sitka,57.0531,-135.33,5.94,70,75,2.06,US,1680476001
300,rawson,-43.3002,-65.1023,15.55,62,23,8.09,AR,1680476054
301,calvia,39.5657,2.5062,13.28,61,3,2.2,ES,1680476054
302,syracuse,37.0881,15.2792,11.77,84,100,4.64,IT,1680475513
303,sibu,2.3,111.8167,22.17,100,40,1.54,MY,1680476054
304,kouango,4.9934,19.9619,27.46,43,38,0.4,CF,1680476055
305,lufilufi,-13.8745,-171.5986,29.88,71,47,1.98,WS,1680476055
306,otradnoye,59.7775,30.8181,-1.97,96,100,5.51,RU,1680476055
307,strezhevoy,60.7333,77.5889,1.28,96,96,4.98,RU,1680476055
308,bairiki,1.3292,172.9752,30.0,74,40,4.12,KI,1680475533
309,cervo,43.6702,-7.4101,9.42,80,32,4.88,ES,1680476056
310,avera,33.194,-82.5271,24.03,49,82,1.9,US,1680475833
311,andenes,69.3143,16.1194,-2.82,63,100,5.66,NO,1680476056
312,kashi,39.4547,75.9797,14.56,12,20,3.0,CN,1680476056
313,englehart,47.8169,-79.8664,6.01,60,20,9.26,CA,1680476057
314,tucurui,-3.7661,-49.6725,23.46,94,100,0.39,BR,1680475368
315,bozdar,27.1828,68.636,27.05,39,45,6.29,PK,1680476057
316,balakirevo,56.5059,38.8432,4.57,93,100,2.22,RU,1680476057
317,gabu,12.2833,-14.2167,28.12,47,1,3.54,GW,1680476057
318,mar del plata,-38.0023,-57.5575,21.08,59,0,2.57,AR,1680475846
319,ocos,14.5094,-92.1933,31.1,67,97,4.7,GT,1680476057
320,zhezkazgan,47.8043,67.7144,2.39,34,52,6.94,KZ,1680475540
321,mackenzie,55.2999,-123.1698,5.12,36,40,2.06,CA,1680476058
322,mexicali,32.6519,-115.4683,30.92,9,0,6.2,MX,1680475903
323,redlands,34.0556,-117.1825,22.58,37,0,4.12,US,1680476058
324,verkhnyaya khava,51.8404,39.9413,2.04,75,43,2.29,RU,1680476058
325,pouebo,-20.4,164.5667,28.92,65,5,2.16,NC,1680476059
326,santa barbara,34.7333,-120.0343,16.86,65,40,5.14,US,1680476059
327,celestun,20.8667,-90.4,27.19,71,1,7.14,MX,1680476060
328,adrar,20.5022,-10.0711,25.13,5,0,2.87,MR,1680476060
329,puerto padre,21.195,-76.6028,25.3,66,9,5.44,CU,1680476060
330,wladyslawowo,54.7909,18.4009,2.74,66,5,8.94,PL,1680476060
331,lagunas,-5.2269,-75.6753,24.09,96,87,1.22,PE,1680475518
332,coahuayana,18.7333,-103.6833,29.41,48,97,2.75,MX,1680476061
333,harer,9.3094,42.1258,16.45,87,99,1.02,ET,1680476061
334,khatanga,71.9667,102.5,-13.25,96,100,4.36,RU,1680476061
335,tanabe,33.7333,135.3667,13.65,81,94,1.62,JP,1680476061
336,tiksi,71.6872,128.8694,-7.67,80,100,8.21,RU,1680476062
337,guadalupe y calvo,26.1,-106.9667,19.39,18,100,6.53,MX,1680476062
338,fort myers beach,26.452,-81.9481,29.04,75,0,6.69,US,1680476062
339,san jeronimo,-11.9472,-75.2829,12.19,76,97,1.56,PE,1680476062
340,victoria,22.2855,114.1577,22.03,90,95,0.45,HK,1680475809
341,ikalamavony,-21.15,46.5833,19.19,92,73,1.92,MG,1680476062
342,agadir,30.4202,-9.5982,17.25,70,0,3.13,MA,1680475891
343,ust-tsilma,65.441,52.1498,-16.69,100,83,1.1,RU,1680476063
344,qui nhon,13.7667,109.2333,24.63,88,39,1.85,VN,1680476063
345,hami,42.8,93.45,1.67,26,76,2.25,CN,1680475527
346,port-gentil,-0.7193,8.7815,27.98,81,75,3.6,GA,1680475843
347,salalah,17.0151,54.0924,28.05,83,75,3.09,OM,1680476065
348,havelock,34.8791,-76.9013,17.98,57,0,4.12,US,1680476065
349,wadi musa,30.3222,35.4793,12.92,38,0,2.43,JO,1680476065
350,mweka,-4.85,21.5667,20.13,97,39,0.23,CD,1680476065
351,bereda,43.2686,-7.5406,2.86,100,48,1.23,ES,1680476066
352,del rio,29.3627,-100.8968,35.06,20,0,3.6,US,1680476066
353,norsup,-16.0667,167.3833,29.62,70,23,4.61,VU,1680476066
354,brest,52.1,23.7,2.98,81,100,7.0,BY,1680476067
355,peterhead,57.5058,-1.7981,4.22,76,35,7.92,GB,1680476067
356,sobolevo,54.4299,31.8996,0.8,96,100,5.15,RU,1680475520
357,meulaboh,4.1363,96.1285,24.37,85,100,2.04,ID,1680476067
358,sanmenxia,34.7747,111.1814,11.79,91,100,1.42,CN,1680476067
359,tazovskiy,67.4667,78.7,-13.14,97,88,4.26,RU,1680476068
360,chaozhou,23.6651,116.6379,17.92,76,25,1.99,CN,1680475983
361,klyuchi,52.2667,79.1667,-3.4,46,88,1.9,RU,1680476068
362,tolaga bay,-38.3667,178.3,18.27,77,77,3.77,NZ,1680476068
363,hirara,24.8,125.2833,18.92,77,75,1.54,JP,1680476068
364,nome,64.5011,-165.4064,-12.72,78,0,4.63,US,1680475528
365,sistranda,63.7256,8.834,2.98,76,85,7.41,NO,1680475520
366,dangriga,16.9692,-88.2321,26.59,74,6,5.39,BZ,1680476068
367,yarmouth,41.7057,-70.2286,8.08,44,0,9.83,US,1680475858
368,huarmey,-10.0681,-78.1522,25.86,79,62,3.45,PE,1680476069
369,jasper,37.2001,-94.3502,26.03,31,0,10.29,US,1680476062
370,hirado,33.3597,129.5531,14.1,67,0,10.13,JP,1680476069
371,naze,28.3667,129.4833,18.51,73,4,10.09,JP,1680476070
372,chokurdakh,70.6333,147.9167,-21.67,91,72,5.6,RU,1680476070
373,trairi,-3.2778,-39.2689,24.37,86,100,0.86,BR,1680475345
374,nouadhibou,20.931,-17.0347,25.99,50,2,5.14,MR,1680475513
375,pacific grove,36.6177,-121.9166,16.6,66,75,5.81,US,1680476070
376,hovd,48.0056,91.6419,-13.82,45,66,2.23,MN,1680476070
377,yining,29.0361,114.5636,19.45,97,100,1.58,CN,1680476071
378,novo oriente,-5.5344,-40.7742,22.02,96,91,2.9,BR,1680475992
379,silale,55.4906,22.1814,-1.24,67,4,5.42,LT,1680476071
380,roald,62.5833,6.1333,6.08,65,75,4.12,NO,1680475524
381,mihail kogalniceanu,44.3667,28.45,8.15,93,0,2.68,RO,1680476071
382,victoria point,-27.5833,153.3,25.38,69,31,2.68,AU,1680476071
383,kathmandu,27.7167,85.3167,11.58,90,75,1.03,NP,1680475479
384,maldonado,-34.6667,-54.9167,20.08,70,51,1.74,UY,1680475519
385,gallup,35.5281,-108.7426,17.42,15,0,9.77,US,1680475869
386,sorland,67.667,12.6934,1.92,65,100,10.88,NO,1680476072
387,altar,30.7,-111.8167,27.39,6,0,4.8,MX,1680476072
388,craigieburn,-37.6,144.95,14.12,87,0,3.09,AU,1680475840
389,kurilsk,45.2333,147.8833,0.46,68,76,4.37,RU,1680475544
390,mount gambier,-37.8333,140.7667,13.15,70,2,1.71,AU,1680476073
391,bani,18.2833,-70.3333,29.69,74,0,4.38,DO,1680476073
392,portland,45.5234,-122.6762,8.67,87,100,3.6,US,1680475672
393,coquimbo,-29.9533,-71.3436,16.85,88,20,4.63,CL,1680475731
394,turayf,31.6725,38.6637,13.14,35,0,2.06,SA,1680476074
395,blagoyevo,63.3667,47.9167,-4.19,90,100,3.11,RU,1680476074
396,altamira,-3.2033,-52.2064,22.79,96,71,0.87,BR,1680476075
397,kamenica,50.8333,12.9167,2.38,79,81,1.79,DE,1680475777
398,mineros,-17.1167,-63.2333,25.12,80,17,1.36,BO,1680476075
399,islahiye,37.025,36.6306,9.3,90,99,1.88,TR,1680476075
400,west bay,19.3667,-81.4167,28.33,75,20,4.12,KY,1680476075
401,marsaxlokk,35.8419,14.5431,13.38,82,40,5.66,MT,1680476076
402,grakhovo,56.0502,51.9676,3.26,85,100,3.36,RU,1680476076
403,kindu,-2.95,25.95,21.39,92,90,0.78,CD,1680476076
404,borogontsy,62.6683,131.1683,-14.22,94,61,2.43,RU,1680476076
405,ongandjera,-17.8833,15.0667,25.56,45,51,0.95,NA,1680476077
406,dingle,10.9995,122.6711,24.91,81,94,2.62,PH,1680476077
407,simdega,22.6167,84.5167,21.91,39,42,1.15,IN,1680476077
408,mbaiki,3.8678,17.9892,24.35,53,3,0.85,CF,1680476077
409,sao jose da coroa grande,-8.8978,-35.1478,26.21,78,100,2.75,BR,1680476077
410,tarapur,19.85,72.7,24.18,77,36,2.28,IN,1680476077
411,hojai,26.0,92.8667,18.03,86,4,0.68,IN,1680476077
412,litovko,49.2361,135.1742,6.29,68,11,1.63,RU,1680476078
413,alofi,-19.0595,-169.9187,28.94,70,63,8.23,NU,1680476078
414,qaqortoq,60.7167,-46.0333,-2.11,87,100,3.09,GL,1680475862
415,oda,35.1833,132.5,8.43,73,0,5.57,JP,1680476079
416,mathbaria,22.2876,89.9593,22.96,83,17,1.38,BD,1680476079
417,minot,48.2325,-101.2963,5.14,88,100,7.2,US,1680476040
418,butembo,0.15,29.2833,13.69,96,43,0.93,CD,1680475545
419,chibuto,-24.6867,33.5306,19.25,90,0,2.18,MZ,1680476080
420,menongue,-14.6585,17.691,16.58,93,96,0.57,AO,1680476080
421,charters towers,-20.1,146.2667,25.65,73,32,4.24,AU,1680475838
422,normandin,48.8333,-72.5321,-5.83,42,84,4.12,CA,1680476081
423,san julian,21.0167,-102.1667,28.92,13,100,5.02,MX,1680476081
424,abu samrah,35.3029,37.1841,10.59,86,52,1.3,SY,1680475857
425,pauini,-7.7136,-66.9764,23.46,95,83,0.69,BR,1680476081
426,tuatapere,-46.1333,167.6833,13.81,55,93,1.87,NZ,1680475830
427,kurtamysh,54.9103,64.4319,-1.46,87,1,2.08,RU,1680476081
428,chapais,49.7834,-74.8492,-8.12,93,100,0.2,CA,1680476081
429,bilma,18.6853,12.9164,23.72,7,87,3.15,NE,1680475816
430,aquiraz,-3.9014,-38.3911,27.32,80,100,1.07,BR,1680475832
431,benjamin constant,-4.3831,-70.0311,25.07,88,75,2.06,BR,1680476082
432,zarichne,51.8126,26.129,1.91,95,100,6.26,UA,1680476082
433,cinco esquinas,10.1037,-84.1678,21.43,63,20,11.32,CR,1680476082
434,thunder bay,48.4001,-89.3168,-0.05,93,100,1.54,CA,1680475786
435,terre-de-bas,15.8501,-61.6442,25.88,73,5,9.25,GP,1680476083
436,quatre cocos,-20.2078,57.7625,26.16,85,88,3.36,MU,1680476083
437,ternate,0.8,127.4,26.72,83,100,0.38,ID,1680475845
438,mazamari,-11.3258,-74.5308,24.55,78,56,0.43,PE,1680476083
439,krasnoarmeysk,51.0239,45.6969,5.43,76,94,2.58,RU,1680476083
440,batemans bay,-35.7167,150.1833,16.72,60,13,0.88,AU,1680476083
441,gornozavodsk,58.3758,58.3211,-0.75,96,100,1.5,RU,1680476083
442,college,64.8569,-147.8028,0.6,79,100,5.14,US,1680475842
443,amriswil,47.547,9.2984,8.22,84,100,4.39,CH,1680476084
444,kaduqli,11.0167,29.7167,26.06,12,11,3.8,SD,1680476084
445,trogir,43.5125,16.2517,14.03,44,0,4.12,HR,1680476084
446,saravan,39.7196,45.6483,-0.25,71,35,2.19,AM,1680476084
447,heishan,41.6892,122.1128,11.58,37,88,3.57,CN,1680476084
448,rocha,-34.4833,-54.3333,17.14,69,68,1.56,UY,1680475516
449,aksarka,66.5606,67.7975,-11.7,88,5,4.83,RU,1680475529
450,berlevag,70.8578,29.0864,-3.03,74,82,7.2,NO,1680476084
451,foshan,23.0268,113.1315,21.02,82,99,4.75,CN,1680476084
452,kota belud,6.351,116.4305,24.62,81,76,1.53,MY,1680476085
453,rezekne,56.5,27.3167,-3.09,87,76,5.57,LV,1680476085
454,vilyuysk,63.7553,121.6247,-11.09,92,67,4.18,RU,1680476085
455,la ronge,55.1001,-105.2842,-4.86,28,40,5.66,CA,1680475522
456,dubuque,42.4833,-90.8668,17.71,35,0,7.72,US,1680476085
457,hede,33.7681,120.2517,12.74,71,100,8.58,CN,1680476085
458,nokaneng,-19.6667,22.2667,22.42,54,40,2.96,BW,1680476085
459,grand gaube,-20.0064,57.6608,26.32,76,93,0.89,MU,1680476085
460,prince rupert,54.3161,-130.3201,7.05,61,0,4.63,CA,1680475543
461,realeza,-25.7689,-53.5325,19.12,45,0,1.28,BR,1680476085
462,kloulklubed,7.0419,134.2556,25.28,70,22,1.19,PW,1680476085
463,caramay,10.1815,119.236,25.66,81,85,1.55,PH,1680476085
464,camara de lobos,32.6333,-16.9667,19.28,88,20,7.72,PT,1680475953
465,dong xoai,11.5333,106.9167,23.98,91,12,1.48,VN,1680475858
466,takoradi,4.8845,-1.7554,26.66,87,33,1.87,GH,1680476086
467,fredericksburg,38.3032,-77.4605,15.64,38,0,1.54,US,1680476086
468,nyurba,63.2842,118.3319,-11.79,92,46,4.36,RU,1680475520
469,meiganga,6.5167,14.3,21.8,66,67,0.7,CM,1680476086
470,monroe,43.1501,-77.6831,4.6,43,20,2.57,US,1680476086
471,ukiah,39.1502,-123.2078,13.54,72,100,4.63,US,1680475809
472,gorontalo,0.5412,123.0595,24.14,91,91,1.13,ID,1680476086
473,itoman,26.1247,127.6694,21.01,74,20,4.63,JP,1680476086
474,labrea,-7.2586,-64.7981,23.38,96,71,1.3,BR,1680476086
475,yeppoon,-23.1333,150.7333,22.88,83,98,5.79,AU,1680476086
476,yushala,57.0761,64.2601,-0.43,88,28,2.24,RU,1680476086
477,port lincoln,-34.7333,135.8667,18.35,57,61,3.09,AU,1680476086
478,porto novo,6.4965,2.6036,27.49,81,55,3.17,BJ,1680476027
479,millinocket,45.6573,-68.7098,-0.94,37,0,7.72,US,1680476086
480,eldorado,-23.7869,-54.2836,21.79,79,0,1.22,BR,1680476086
481,nimes,43.8333,4.35,11.89,62,0,7.2,FR,1680475884
482,kautokeino,69.0125,23.0412,-16.22,97,40,3.19,NO,1680476087
483,cap malheureux,-19.9842,57.6142,26.37,76,92,0.89,MU,1680476087
484,san isidro,-12.1167,-77.05,26.77,69,75,5.14,PE,1680476087
485,cabra,37.4725,-4.4421,12.11,30,24,2.66,ES,1680476087
486,punta alta,-38.8759,-62.0736,24.48,66,87,5.09,AR,1680476087
487,tiznit,29.5833,-9.5,19.51,53,0,0.77,MA,1680476087
488,kaa-khem,51.6833,94.7333,-14.18,74,7,0.95,RU,1680476087
489,antalaha,-14.9003,50.2788,24.17,90,100,2.02,MG,1680475514
490,vardo,70.3705,31.1107,-5.01,80,75,5.14,NO,1680476087
491,erenhot,43.6475,111.9767,-1.59,54,100,6.2,CN,1680476087
492,dudinka,69.4058,86.1778,-11.22,95,100,4.91,RU,1680476087
493,wana,32.2989,69.5725,11.99,84,76,0.9,PK,1680476087
494,linden,6.0,-58.3,24.78,76,100,2.84,GY,1680476087
495,cumberland,35.0502,-78.8664,20.28,32,0,3.6,US,1680475802
496,wonthaggi,-38.6044,145.5913,12.68,70,6,1.46,AU,1680476088
497,rabo de peixe,37.8,-25.5833,12.73,71,20,4.63,PT,1680476088
498,bayir,37.2687,28.2167,14.29,77,72,3.29,TR,1680476088
499,potsdam,52.3989,13.0657,2.84,76,29,4.6,DE,1680476088
500,hyeres,43.1167,6.1167,13.71,52,0,3.09,FR,1680476088
501,torremolinos,36.6204,-4.4998,16.32,77,0,0.51,ES,1680476088
502,deputatskiy,69.3,139.9,-18.4,83,92,1.15,RU,1680475545
503,shelburne,44.0787,-80.2041,3.2,53,79,3.71,CA,1680475523
504,nahrin,36.0649,69.1334,11.92,86,100,0.93,AF,1680476088
505,isangel,-19.55,169.2667,29.61,69,2,2.28,VU,1680476084
506,vlaardingen,51.9125,4.3417,6.1,79,6,3.6,NL,1680476088
507,ossora,59.2353,163.0719,-2.15,89,100,1.34,RU,1680476088
508,tombouctou,20.0,-3.0,26.87,6,20,3.27,ML,1680475832
509,port hawkesbury,45.6169,-61.3485,1.77,71,0,5.66,CA,1680475522
510,sfantu gheorghe,45.8667,25.7833,7.18,94,100,0.5,RO,1680476088
511,san carlos de bariloche,-41.1456,-71.3082,15.86,33,0,7.2,AR,1680476089
512,mahibadhoo,3.7833,72.9667,27.6,74,60,4.58,MV,1680476089
513,zhuhai,22.2769,113.5678,21.88,88,40,7.72,CN,1680476089
514,pandamatenga,-18.5278,25.627,19.52,73,40,1.4,BW,1680476089
515,astoria,46.1879,-123.8313,7.14,76,75,5.14,US,1680475879
516,guamuchil,25.4667,-108.1,35.58,10,100,5.45,MX,1680476089
517,prattville,32.464,-86.4597,21.16,40,0,3.09,US,1680476089
518,lorengau,-2.0226,147.2712,28.05,77,99,2.82,PG,1680475854
519,yurla,59.3259,54.3223,-0.46,98,100,1.33,RU,1680476089
520,elban,50.1018,136.5094,4.64,82,4,1.57,RU,1680476089
521,yar-sale,66.8333,70.8333,-11.35,86,34,4.95,RU,1680476089
522,port hardy,50.6996,-127.4199,7.1,61,75,5.14,CA,1680476089
523,varna,43.2167,27.9167,9.05,81,93,1.54,BG,1680476089
524,borzya,50.3833,116.5167,-11.0,77,67,8.05,RU,1680476090
525,goderich,43.7501,-81.7165,4.95,48,40,5.14,CA,1680475793
526,kampot,10.6167,104.1833,23.03,77,7,0.75,KH,1680476090
527,grants,35.1473,-107.8514,18.13,6,0,8.75,US,1680476090
528,thessalon,46.2501,-83.5666,3.16,83,100,4.82,CA,1680476090
529,mehamn,71.0357,27.8492,-3.05,86,20,6.69,NO,1680476090
530,vidim,56.4088,103.1106,-15.21,97,86,2.03,RU,1680476090
531,kulhudhuffushi,6.6221,73.07,28.03,65,98,3.04,MV,1680476090
532,abeokuta,7.15,3.35,26.86,80,64,2.4,NG,1680475672
533,vallenar,-28.5708,-70.7581,23.41,57,4,1.39,CL,1680476090
534,acarau,-2.8856,-40.12,24.64,88,100,1.85,BR,1680475521
535,stadtallendorf,50.8333,9.0167,4.42,89,42,2.6,DE,1680476090
536,saltabarranca,18.6,-95.5333,29.56,54,30,6.13,MX,1680476090
537,ghanzi,-21.5667,21.7833,20.72,59,36,3.53,BW,1680476090
538,staryy nadym,65.6118,72.6842,-6.89,93,74,4.97,RU,1680476090
539,erdenet,49.0333,104.0833,-14.17,78,31,1.75,MN,1680476090
540,ndele,8.4109,20.6473,25.86,18,9,0.92,CF,1680476091
541,tikapur,28.5,81.1333,18.42,61,0,1.71,NP,1680476091
542,aykhal,66.0,111.5,-8.38,89,100,12.45,RU,1680476075
543,casa nova,-9.4167,-41.1333,29.04,44,62,1.32,BR,1680476091
544,freeport,40.6576,-73.5832,11.16,23,0,6.17,US,1680476070
545,xinzhi,36.4989,111.7047,14.39,82,100,1.68,CN,1680476091
546,leshukonskoye,64.8989,45.7622,-12.95,98,80,1.92,RU,1680476091
547,tiarei,-17.5333,-149.3333,32.01,74,98,3.9,PF,1680476091
548,araouane,18.9048,-3.5265,27.0,6,2,5.18,ML,1680476091
549,sakakah,29.9697,40.2064,14.76,22,0,1.68,SA,1680476091
550,mnogovershinnyy,53.9353,139.9242,-3.01,83,94,0.66,RU,1680476091
551,fonte boa,-2.4959,-66.2662,23.08,98,90,0.82,BR,1680476091
552,chubbuck,42.9208,-112.4661,3.97,76,100,5.66,US,1680475793
